ID	Disease Name	MeSH Scope Note
D013606	Tabes Dorsalis	Parenchymatous NEUROSYPHILIS marked by slowly progressive degeneration of the posterior columns, posterior roots, and ganglia of the spinal cord. The condition tends to present 15 to 20 years after the initial infection and is characterized by lightening-like pains in the lower extremities, URINARY INCONTINENCE; ATAXIA; severely impaired position and vibratory sense, abnormal gait (see GAIT DISORDERS, NEUROLOGIC), OPTIC ATROPHY; Argyll-Robertson pupils, hypotonia, hyperreflexia, and trophic joint degeneration (Charcot's Joint; see ARTHROPATHY, NEUROGENIC). (From Adams et al., Principles of Neurology, 6th ed, p726)
D013610	Tachycardia	Abnormally rapid heartbeat, usually with a HEART RATE above 100 beats per minute for adults. Tachycardia accompanied by disturbance in the cardiac depolarization (cardiac arrhythmia) is called tachyarrhythmia.
D013611	Tachycardia, Atrioventricular Nodal Reentry	Abnormally rapid heartbeats caused by reentry of atrial impulse into the dual (fast and slow) pathways of ATRIOVENTRICULAR NODE. The common type involves a blocked atrial impulse in the slow pathway which reenters the fast pathway in a retrograde direction and simultaneously conducts to the atria and the ventricles leading to rapid HEART RATE of 150-250 beats per minute.
D013612	Tachycardia, Ectopic Atrial	Abnormally rapid heartbeats originating from one or more automatic foci (nonsinus pacemakers) in the HEART ATRIUM but away from the SINOATRIAL NODE. Unlike the reentry mechanism, automatic tachycardia speeds up and slows down gradually. The episode is characterized by a HEART RATE between 135 to less than 200 beats per minute and lasting 30 seconds or longer.
D013613	Tachycardia, Ectopic Junctional	A rare form of supraventricular tachycardia caused by automatic, not reentrant, conduction initiated from sites at the atrioventricular junction, but not the ATRIOVENTRICULAR NODE. It usually occurs during myocardial infarction, after heart surgery, or in digitalis intoxication with a HEART RATE ranging from 140 to 250 beats per minute.
D013614	Tachycardia, Paroxysmal	Abnormally rapid heartbeats with sudden onset and cessation.
D013615	Tachycardia, Sinoatrial Nodal Reentry	Abnormally rapid heartbeats caused by reentry circuit in or around the SINOATRIAL NODE. It is characterized by sudden onset and offset episodes of tachycardia with a HEART RATE of 100-150 beats per minute. The P wave is identical to the sinus P wave but with a longer PR interval.
D013616	Tachycardia, Sinus	Simple rapid heartbeats caused by rapid discharge of impulses from the SINOATRIAL NODE, usually between 100 and 180 beats/min in adults. It is characterized by a gradual onset and termination. Sinus tachycardia is common in infants, young children, and adults during strenuous physical activities.
D013617	Tachycardia, Supraventricular	A generic expression for any tachycardia that originates above the BUNDLE OF HIS.
D013622	Taeniasis	Infection with tapeworms of the genus Taenia.
D013625	Takayasu Arteritis	A chronic inflammatory process that affects the AORTA and its primary branches, such as the brachiocephalic artery (BRACHIOCEPHALIC TRUNK) and CAROTID ARTERIES. It results in progressive arterial stenosis, occlusion, and aneurysm formation. The pulse in the arm is hard to detect. Patients with aortitis syndrome often exhibit retinopathy.
D013631	Tangier Disease	An autosomal recessively inherited disorder caused by mutation of ATP-BINDING CASSETTE TRANSPORTERS involved in cellular cholesterol removal (reverse-cholesterol transport). It is characterized by near absence of ALPHA-LIPOPROTEINS (high-density lipoproteins) in blood. The massive tissue deposition of cholesterol esters results in HEPATOMEGALY; SPLENOMEGALY; RETINITIS PIGMENTOSA; large orange tonsils; and often sensory POLYNEUROPATHY. The disorder was first found among inhabitants of Tangier Island in the Chesapeake Bay, MD.
D013641	Tarsal Tunnel Syndrome	Entrapment of the distal branches of the posterior TIBIAL NERVE (which divides into the medial plantar, lateral plantar, and calcanial nerves) in the tarsal tunnel, which lies posterior to the internal malleolus and beneath the retinaculum of the flexor muscles of the foot. Symptoms include ankle pain radiating into the foot which tends to be aggravated by walking. Examination may reveal Tinel's sign (radiating pain following nerve percussion) over the tibial nerve at the ankle, weakness and atrophy of the small foot muscles, or loss of sensation in the foot. (From Foot Ankle 1990;11(1):47-52)
D013651	Taste Disorders	Conditions characterized by an alteration in gustatory function or perception. Taste disorders are frequently associated with OLFACTION DISORDERS. Additional potential etiologies include METABOLIC DISEASES; DRUG TOXICITY; and taste pathway disorders (e.g., TASTE BUD diseases; FACIAL NERVE DISEASES; GLOSSOPHARYNGEAL NERVE DISEASES; and BRAIN STEM diseases).
D013661	Tay-Sachs Disease	An autosomal recessive neurodegenerative disorder characterized by the onset in infancy of an exaggerated startle response, followed by paralysis, dementia, and blindness. It is caused by mutation in the alpha subunit of the HEXOSAMINIDASE A resulting in lipid-laden ganglion cells. It is also known as the B variant (with increased HEXOSAMINIDASE B but absence of hexosaminidase A) and is strongly associated with Ashkenazic Jewish ancestry.
D013683	Telangiectasia, Hereditary Hemorrhagic	An autosomal dominant vascular anomaly characterized by telangiectases of the skin and mucous membranes and by recurrent gastrointestinal bleeding. This disorder is caused by mutations of a gene (on chromosome 9q3) which encodes endoglin, a membrane glycoprotein that binds TRANSFORMING GROWTH FACTOR BETA.
D013684	Telangiectasis	Permanent dilation of preexisting blood vessels (CAPILLARIES; ARTERIOLES; VENULES) creating small focal red lesions, most commonly in the skin or mucous membranes. It is characterized by the prominence of skin blood vessels, such as vascular spiders.
D013700	Giant Cell Arteritis	A systemic autoimmune disorder that typically affects medium and large ARTERIES, usually leading to occlusive granulomatous vasculitis with transmural infiltrate containing multinucleated GIANT CELLS. The TEMPORAL ARTERY is commonly involved. This disorder appears primarily in people over the age of 50. Symptoms include FEVER; FATIGUE; HEADACHE; visual impairment; pain in the jaw and tongue; and aggravation of pain by cold temperatures. (From Adams et al., Principles of Neurology, 6th ed)
D013705	Temporomandibular Joint Disorders	A variety of conditions affecting the anatomic and functional characteristics of the temporomandibular joint. Factors contributing to the complexity of temporomandibular diseases are its relation to dentition and mastication and the symptomatic effects in other areas which account for referred pain to the joint and the difficulties in applying traditional diagnostic procedures to temporomandibular joint pathology where tissue is rarely obtained and x-rays are often inadequate or nonspecific. Common diseases are developmental abnormalities, trauma, subluxation, luxation, arthritis, and neoplasia. (From Thoma's Oral Pathology, 6th ed, pp577-600)
D013706	Temporomandibular Joint Dysfunction Syndrome	A symptom complex consisting of pain, muscle tenderness, clicking in the joint, and limitation or alteration of mandibular movement. The symptoms are subjective and manifested primarily in the masticatory muscles rather than the temporomandibular joint itself. Etiologic factors are uncertain but include occlusal dysharmony and psychophysiologic factors.
D013708	Tendon Injuries	Injuries to the fibrous cords of connective tissue which attach muscles to bones or other structures.
D013716	Tennis Elbow	A condition characterized by pain in or near the lateral humeral epicondyle or in the forearm extensor muscle mass as a result of unusual strain. It occurs due repetitive stresses on the elbow from activities such as tennis playing.
D013717	Tenosynovitis	Inflammation of the synovial lining of a tendon sheath. Causes include trauma, tendon stress, bacterial disease (gonorrhea, tuberculosis), rheumatic disease, and gout. Common sites are the hand, wrist, shoulder capsule, hip capsule, hamstring muscles, and Achilles tendon. The tendon sheaths become inflamed and painful, and accumulate fluid. Joint mobility is usually reduced.
D013724	Teratoma	A true neoplasm composed of a number of different types of tissue, none of which is native to the area in which it occurs. It is composed of tissues that are derived from three germinal layers, the endoderm, mesoderm, and ectoderm. They are classified histologically as mature (benign) or immature (malignant). (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1642)
D013733	Testicular Diseases	Pathological processes of the TESTIS.
D013734	Androgen-Insensitivity Syndrome	A disorder of sexual development transmitted as an X-linked recessive trait. These patients have a karyotype of 46,XY with end-organ resistance to androgen due to mutations in the androgen receptor (RECEPTORS, ANDROGEN) gene. Severity of the defect in receptor quantity or quality correlates with their phenotypes. In these genetic males, the phenotypic spectrum ranges from those with normal female external genitalia, through those with genital ambiguity as in Reifenstein Syndrome, to that of a normal male with INFERTILITY.
D013736	Testicular Neoplasms	Tumors or cancer of the TESTIS. Germ cell tumors (GERMINOMA) of the testis constitute 95% of all testicular neoplasms.
D013742	Tetanus	A disease caused by tetanospasmin, a powerful protein toxin produced by CLOSTRIDIUM TETANI. Tetanus usually occurs after an acute injury, such as a puncture wound or laceration. Generalized tetanus, the most common form, is characterized by tetanic muscular contractions and hyperreflexia. Localized tetanus presents itself as a mild condition with manifestations restricted to muscles near the wound. It may progress to the generalized form.
D013746	Tetany	A disorder characterized by muscle twitches, cramps, and carpopedal spasm, and when severe, laryngospasm and seizures. This condition is associated with unstable depolarization of axonal membranes, primarily in the peripheral nervous system. Tetany usually results from HYPOCALCEMIA or reduced serum levels of MAGNESIUM that may be associated with HYPERVENTILATION; HYPOPARATHYROIDISM; RICKETS; UREMIA; or other conditions. (From Adams et al., Principles of Neurology, 6th ed, p1490)
D013771	Tetralogy of Fallot	A combination of congenital heart defects consisting of four key features including VENTRICULAR SEPTAL DEFECTS; PULMONARY STENOSIS; RIGHT VENTRICULAR HYPERTROPHY; and a dextro-positioned AORTA. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing CYANOSIS.
D013786	Thalamic Diseases	Disorders of the centrally located thalamus, which integrates a wide range of cortical and subcortical information. Manifestations include sensory loss, MOVEMENT DISORDERS; ATAXIA, pain syndromes, visual disorders, a variety of neuropsychological conditions, and COMA. Relatively common etiologies include CEREBROVASCULAR DISORDERS; CRANIOCEREBRAL TRAUMA; BRAIN NEOPLASMS; BRAIN HYPOXIA; INTRACRANIAL HEMORRHAGES; and infectious processes.
